Geography,Total
1000000US440010309012040,53
1000000US440010309012041,44
1000000US440010309012042,19
1000000US440010309012043,27
1000000US440010309012044,45
1000000US440010309012045,27
1000000US440010309012046,41
1000000US440010309012047,29
1000000US440010309012048,38
1000000US440010309012049,28
1000000US440010309012050,36
1000000US440010309012051,33
1000000US440010309013000,0
1000000US440010309013001,0
1000000US440010309013002,411
1000000US440010309013003,8
1000000US440010309013004,19
1000000US440010309013005,0
1000000US440010309013006,24
1000000US440010309013007,18
1000000US440010309013008,0
1000000US440010309013009,16
1000000US440010309013010,8
1000000US440010309013011,44
1000000US440010309013012,42
1000000US440010309013013,32
1000000US440010309013014,16
1000000US440010309013015,22
1000000US440010309013016,23
1000000US440010309013017,26
1000000US440010309013018,24
1000000US440010309013019,263
1000000US440010309013020,14
1000000US440010309013021,27
1000000US440010309013022,26
1000000US440010309013023,1
1000000US440010309013024,0
1000000US440010309013025,14
1000000US440010309013026,12
1000000US440010309013027,27
1000000US440010309013028,15
1000000US440010309013029,22
1000000US440010309013030,0
1000000US440010309013031,11
1000000US440010309013032,11
1000000US440010309013033,15
1000000US440010309013034,0
1000000US440010309013035,17
1000000US440010309013036,21
1000000US440010309013037,29
1000000US440010309013038,30
1000000US440010309013039,24
1000000US440010309013040,5
1000000US440010309013041,6
1000000US440010309021000,13
1000000US440010309021001,13
1000000US440010309021002,18
1000000US440010309021003,243
1000000US440010309021004,17
1000000US440010309021005,46
1000000US440010309021006,0
1000000US440010309021007,29
1000000US440010309021008,336
1000000US440010309021009,10
1000000US440010309021010,6
1000000US440010309021011,13
1000000US440010309021012,0
1000000US440010309021013,32
1000000US440010309021014,24
1000000US440010309021015,67
1000000US440010309021016,0
1000000US440010309021017,7
1000000US440010309021018,167
1000000US440010309021019,0
1000000US440010309022000,1
1000000US440010309022001,26
1000000US440010309022002,0
1000000US440010309022003,0
1000000US440010309022004,4
1000000US440010309022005,13
1000000US440010309022006,375
1000000US440010309022007,49
1000000US440010309022008,25
1000000US440010309022009,39
1000000US440010309022010,0
1000000US440010309022011,0
1000000US440010309022012,0
1000000US440010309022013,30
1000000US440010309022014,26
1000000US440010309022015,0
1000000US440010309022016,0
1000000US440010309022017,24
1000000US440010309022018,17
1000000US440010309022019,0
1000000US440010309022020,31
1000000US440010309022021,18
1000000US440010309022022,2
1000000US440010309022023,26
1000000US440010309022024,25
1000000US440010309022025,29
1000000US440010309022026,120
1000000US440010309022027,27
1000000US440010309022028,15
1000000US440010309022029,0
1000000US440010309022030,6
1000000US440010309022031,99
1000000US440010309022032,14
1000000US440010309022033,116
1000000US440010309022034,0
1000000US440010309022035,25
1000000US440010309022036,62
1000000US440010309022037,28
1000000US440010309022038,109
1000000US440010309022039,18
1000000US440010309022040,4
1000000US440010309022041,13
1000000US440010309022042,12
1000000US440010309022043,11
1000000US440010309022044,5
1000000US440010309022045,20
1000000US440010309022046,16
1000000US440010309022047,49
1000000US440010309022048,1
1000000US440010309023000,30
1000000US440010309023001,21
1000000US440010309023002,84
1000000US440010309023003,10
1000000US440010309023004,68
1000000US440010309023005,29
1000000US440010309023006,32
1000000US440010309023007,8
1000000US440010309023008,17
1000000US440010309023009,31
1000000US440010309023010,23
1000000US440010309023011,93
1000000US440010309023012,25
1000000US440010309023013,31
1000000US440010309023014,36
1000000US440010309023015,28
1000000US440010309023016,23
1000000US440010309023017,17
1000000US440010309023018,39
1000000US440010309023019,30
1000000US440010309023020,32
1000000US440010309023021,0
1000000US440010309023022,207
1000000US440010309023023,36
1000000US440010309023024,0
1000000US440010309023025,0
1000000US440010309023026,9
1000000US440010309023027,18
1000000US440010309023028,0
1000000US440010309023029,25
1000000US440010309023030,0
1000000US440010309023031,11
1000000US440010309023032,0
1000000US440010309023033,0
1000000US440010309023034,0
1000000US440010309023035,6
1000000US440010309023036,0
1000000US440010309023037,0
1000000US440010309023038,0
1000000US440010309023039,0
1000000US440010309023040,0
1000000US440010309023041,0
1000000US440010309023042,0
1000000US440010309023043,0
1000000US440010309023044,101
1000000US440010309023045,0
1000000US440010309023046,0
1000000US440010309023047,20
1000000US440010309023048,0
1000000US440010309023049,0
1000000US440010309023050,0
1000000US440010309023051,0
1000000US440010309023052,0
1000000US440010309023053,0
1000000US440010309023054,0
1000000US440010309023055,0
1000000US440010309023056,0
1000000US440010309023057,0
1000000US440010309024000,0
1000000US440010309024001,0
1000000US440010309024002,287
1000000US440010309024003,15
1000000US440010309024004,32
1000000US440010309024005,102
1000000US440010309024006,20
1000000US440010309024007,18
1000000US440010309024008,570
1000000US440010309024009,8
1000000US440010309024010,33
1000000US440010309024011,532
1000000US440010309024012,88
1000000US440010309024013,55
1000000US440010309024014,28
1000000US440010309024015,112
1000000US440010309024016,32
1000000US440010309024017,0
1000000US440010309024018,66
1000000US440010309024019,54
1000000US440010309024020,8
1000000US440010309024021,46
1000000US440010309024022,35
1000000US440010309024023,0
1000000US440030201011000,716
1000000US440030201011001,7
1000000US440030201011002,45
1000000US440030201011003,2
1000000US440030201011004,80
1000000US440030201011005,17
1000000US440030201011006,25
1000000US440030201011007,43
1000000US440030201011008,63
1000000US440030201011009,14
1000000US440030201011010,16
1000000US440030201011011,155
1000000US440030201011012,0
1000000US440030201011013,0
1000000US440030201011014,193
1000000US440030201011015,39
1000000US440030201011016,99
1000000US440030201011017,33
1000000US440030201011018,0
1000000US440030201011019,26
1000000US440030201011020,0
1000000US440030201011021,36
1000000US440030201011022,20
1000000US440030201011023,162
1000000US440030201011024,23
1000000US440030201011025,174
1000000US440030201011026,10
1000000US440030201011027,14
1000000US440030201011028,13
1000000US440030201011029,17
1000000US440030201011030,23
1000000US440030201011031,68
1000000US440030201012000,220
1000000US440030201012001,8
1000000US440030201012002,14
1000000US440030201012003,29
1000000US440030201012004,0
1000000US440030201012005,8
1000000US440030201012006,67
1000000US440030201012007,17
1000000US440030201012008,23
1000000US440030201012009,125
1000000US440030201012010,18
1000000US440030201012011,13
1000000US440030201012012,49
1000000US440030201012013,16
1000000US440030201012014,15
1000000US440030201012015,56
1000000US440030201012016,30
1000000US440030201012017,24
1000000US440030201012018,26
1000000US440030201012019,49
1000000US440030201012020,9
1000000US440030201012021,77
1000000US440030201012022,31
1000000US440030201012023,30
1000000US440030201012024,36
1000000US440030201012025,19
1000000US440030201012026,0
1000000US440030201012027,0
1000000US440030201012028,0
1000000US440030201013000,28
1000000US440030201013001,247
1000000US440030201013002,74
1000000US440030201013003,256
1000000US440030201013004,0
1000000US440030201013005,0
1000000US440030201013006,0
1000000US440030201013007,249
1000000US440030201013008,0
1000000US440030201013009,55
